0	100	0	100
899	100	0	100
994	100	0	100
999	100	0	100
999	100	0	100
1003	100	0	100
996	100	0	100
998	100	0	100
1011	100	0	100
991	100	0	100
998	100	0	100
998	100	0	100
999	100	0	100
1002	100	0	100
997	100	0	100
999	100	0	100
1000	100	0	100
1018	100	0	100
981	100	0	100
999	100	0	100
998	100	0	100
1001	100	0	100
998	100	0	100
999	100	0	100
1010	100	0	100
990	100	0	100
999	100	0	100
999	100	0	100
1000	100	0	100
1001	100	0	100
998	100	0	100
999	100	0	100
1001	100	0	100
1000	100	0	100
999	100	0	100
999	100	0	100
1000	100	0	100
1000	100	0	100
1000	100	0	100
1005	100	0	100
995	100	0	100
1000	100	0	100
998	100	0	100
999	100	0	100
999	100	0	100
1000	100	0	100
1000	100	0	100
999	100	0	100
1002	100	0	100
998	100	0	100
998	100	0	100
999	100	0	100
999	100	0	100
1000	100	0	100
999	100	0	100
999	100	0	100
1000	100	0	100
1000	100	0	100
999	100	0	100
999	100	0	100
999	100	0	100
1001	100	0	100
999	100	0	100
1001	100	0	100
998	100	0	100
1913	100	0	100
151	100	0	14
939	100	100	100
994	100	100	100
1001	100	100	100
998	100	100	78
999	100	100	58
1000	100	100	31
1006	100	100	12
993	100	200	100
999	100	200	100
1000	100	200	100
1000	100	200	100
999	100	200	100
999	100	200	100
999	100	200	79
1000	100	200	59
999	100	200	39
999	100	200	19
1001	100	200	2
999	100	300	100
999	100	300	100
999	100	300	100
1000	100	300	100
1000	100	300	100
998	100	300	86
999	100	300	69
1000	100	300	52
1001	100	300	33
1000	100	300	11
998	100	400	100
1000	100	400	100
1000	100	400	100
999	100	400	100
999	100	400	100
1000	100	400	100
1000	100	400	96
998	100	400	77
999	100	400	60
1000	100	400	42
1019	100	400	29
993	100	400	8
987	100	500	100
1000	100	500	100
1000	100	500	100
998	100	500	100
1000	100	500	100
999	100	500	100
1001	100	500	85
999	100	500	68
999	100	500	49
1000	100	500	30
1773	100	500	100
228	100	600	100
999	100	600	100
999	100	600	100
1001	100	600	86
998	100	600	68
1000	100	600	51
1001	100	600	34
1062	100	600	25
975	100	600	1
999	100	700	100
976	100	700	100
994	100	700	100
1004	100	700	100
994	100	700	100
997	100	700	100
1007	100	700	88
1001	100	700	71
999	100	700	50
996	100	700	29
994	100	700	10
997	100	800	100
1000	100	800	100
1006	100	800	100
1001	100	800	100
999	100	800	100
1000	100	800	100
999	100	800	100
1000	100	800	95
1000	100	800	80
998	100	800	64
994	100	800	45
1006	100	800	28
1012	100	800	15
986	100	900	100
1009	100	900	100
994	100	900	100
996	100	900	100
1000	100	900	100
999	100	900	100
1000	100	900	100
1009	100	900	95
990	100	900	77
999	100	900	58
1008	100	900	43
992	100	900	24
1004	100	900	7
994	100	1000	100
1001	100	1000	100
999	100	1000	100
1000	100	1000	100
999	100	1000	100
1526	100	1000	100
472	100	1000	82
996	100	1000	64
998	100	1000	47
1000	100	1000	30
1004	100	1000	14
1011	100	1100	100
989	100	1100	100
1000	100	1100	100
999	100	1100	100
999	100	1100	100
1005	100	1100	100
996	100	1100	92
999	100	1100	74
999	100	1100	58
996	100	1100	42
998	100	1100	27
1038	100	1100	17
966	100	1200	100
999	100	1200	100
1006	100	1200	100
992	100	1200	100
999	100	1200	100
1001	100	1200	100
999	100	1200	96
999	100	1200	77
999	100	1200	60
1001	100	1200	43
1000	100	1200	26
1005	100	1200	11
992	100	1300	100
1001	100	1300	100
999	100	1300	100
999	100	1300	100
999	100	1300	100
1000	100	1300	96
991	100	1300	78
1001	100	1300	61
1004	100	1300	37
997	100	1300	19
1022	100	1300	6
984	100	1400	100
1000	100	1400	100
1000	100	1400	100
999	100	1400	100
999	100	1400	100
1000	100	1400	100
999	100	1400	86
1001	100	1400	68
998	100	1400	49
2164	100	1300	47
55	100	1400	57
781	100	1400	0
1003	100	1500	100
998	100	1500	100
1002	100	1500	100
994	100	1500	100
999	100	1500	100
1003	100	1500	100
1000	100	1500	100
1000	100	1500	99
999	100	1500	88
999	100	1500	76
995	100	1500	64
1005	100	1500	53
999	100	1500	41
999	100	1500	29
1008	100	1500	19
1008	100	1500	9
982	100	1600	100
1001	100	1600	100
999	100	1600	100
1000	100	1600	100
999	100	1600	100
999	100	1600	100
999	100	1600	100
1000	100	1600	100
1000	100	1600	97
999	100	1600	86
999	100	1600	74
1000	100	1600	62
999	100	1600	50
1000	100	1600	38
1000	100	1600	26
1004	100	1600	13
1021	100	1600	0
1004	100	1700	100
973	100	1700	100
993	100	1700	100
993	100	1700	100
1004	100	1700	100
999	100	1700	95
1024	100	1700	83
974	100	1700	57
1009	100	1700	42
995	100	1700	27
1012	100	1700	12
977	100	1800	100
1001	100	1800	100
1000	100	1800	100
1005	100	1800	100
1000	100	1800	100
998	100	1800	100
989	100	1800	100
1014	100	1800	86
986	100	1800	65
1009	100	1800	46
1004	100	1800	28
1017	100	1800	14
978	100	1900	100
1001	100	1900	100
997	100	1900	100
1001	100	1900	100
998	100	1900	100
995	100	1900	100
1004	100	1900	100
1001	100	1900	85
999	100	1900	68
998	100	1900	50
999	100	1900	33
1023	100	1900	21
978	100	1900	0
998	100	2000	100
999	100	2000	100
1001	100	2000	100
998	100	2000	100
1000	100	2000	100
999	100	2000	100
1001	100	2000	88
998	100	2000	71
999	100	2000	55
1000	100	2000	38
1001	100	2000	22
997	100	2000	5
1000	100	2100	100
1000	100	2100	100
1000	100	2100	100
999	100	2100	100
999	100	2100	100
1000	100	2100	100
1002	100	2100	98
998	100	2100	81
999	100	2100	65
1000	100	2100	49
1000	100	2100	32
1013	100	2100	18
984	100	2100	0
1001	100	2200	100
991	100	2200	100
997	100	2200	100
1006	100	2200	100
997	100	2200	100
1007	100	2200	97
999	100	2200	81
999	100	2200	65
1001	100	2200	49
998	100	2200	32
1015	100	2200	18
1001	100	2200	1
983	100	2300	100
1000	100	2300	100
999	100	2300	100
1000	100	2300	100
1686	100	2300	100
310	100	2400	100
1006	100	2400	100
