0	536
32890	152
32977	136
32967	136
32999	136
33008	160
33013	136
32994	136
246891	136
97	160
28	136
51	136
31	136
29	528
26	136
16841	136
96967	136
94	160
1888	136
53702	136
12341	136
87167	160
101	136
11724	136
52905	136
13086	160
47713	136
18289	136
36734	136
66161	528
107	136
57893	136
4103	136
54992	160
11000	136
43762	136
22243	136
40889	160
25128	136
32994	136
59087	136
6901	160
46038	136
19972	136
33427	136
56044	528
9517	136
44602	136
21409	136
46255	160
19735	136
34423	136
69416	136
94	160
54305	136
6747	136
60254	136
5752	160
51074	136
14933	136
61088	136
4930	51024
104756	448
93	1480
77	7888
62538	65507
100	61285
34	34656
62095	34656
1245	192
58795	65507
75	65507
19	10578
7144	41704
44751	44288
21263	224
33019	65507
145	65507
38	2202
62882	35208
2902	35720
54862	192
11163	65507
136	65507
62	65507
42	21327
55926	46544
9814	51360
53360	47600
12652	65507
79	54741
63955	41048
1972	41048
56820	50008
9221	65507
161	65507
62	7162
51654	208
14074	57008
44592	65507
95	4685
21315	65507
141	65507
35	12850
38930	65360
26888	65507
125	5445
43071	192
22812	65507
141	65507
39	65507
28	65507
45460	59336
20327	65507
82	4245
38714	64472
66070	65507
99	45349
28	65507
29	2709
26986	65507
87	2709
38452	59528
79484	65507
111	61477
57	50480
13797	60456
45391	672
20611	65507
226	56405
45952	52792
19805	54512
48006	54512
17994	65507
88	65507
47	65507
30	65507
17	18436
44004	53240
21805	59760
33002	58024
65457	65507
80	36533
403	536
52204	59072
13843	55144
40585	65507
69	53469
58686	56952
106	57944
55230	57944
10323	65507
85	37429
54018	57080
11897	57080
44724	55440
21283	65507
77	65507
44	65507
22	65507
22	20180
35897	49944
54178	42680
8726	744
44737	65507
73	31349
21213	44416
33001	48296
50750	44416
15254	65507
77	38725
41552	43280
24361	43280
33003	49872
48275	65507
88	19829
17610	664
34644	46640
53923	46288
10448	65507
70	65507
38	65507
43	65507
20	17076
47156	50200
18667	50048
39806	50048
53675	65507
98	45989
5399	47976
51776	51296
14247	52136
53134	65507
184	23213
12670	720
45733	39864
20254	672
56462	65507
86	23101
9464	46984
45341	47456
20685	51080
37406	65507
115	65507
41	65507
24	65507
53423	59784
7967	59784
53764	51384
12239	65507
84	41989
49277	43320
16648	61688
55354	520
10631	65507
74	25093
48367	51776
17561	53024
40605	53024
25400	65507
69	31165
34639	48976
53511	55616
10764	48496
46812	65507
65	65507
28	65507
29	65507
17	13484
19036	712
36950	54576
29065	49136
48448	65507
74	33525
17472	47808
39851	52136
26165	52136
42920	65507
70	29229
22995	49976
62123	49976
3919	42880
63550	65507
74	28693
2304	49304
73090	42064
74	568
25873	65507
81	65507
51	65507
23	65507
18	16156
32836	41152
72759	43568
117	49784
62680	65507
195	28485
26	37824
60818	44920
1355	44920
81155	65507
77	21229
29	696
17765	38952
96639	39096
92	65507
14	17357
2240	48400
143234	46680
77	46680
26	65507
21697	51528
92886	38912
96	65507
20	34549
5963	41328
62469	41328
3512	640
58306	65507
74	23693
7628	42848
66125	45840
92	50336
65900	65507
68	22789
22	48448
54595	48448
11206	52008
46892	65507
82	65507
23	65507
21	65507
13	11676
18959	51696
39316	52584
74449	48360
86	65507
19	23885
18117	464
47937	45904
18131	45904
43753	65507
105	40037
22092	49032
48750	54992
17250	55432
57380	65507
80	27077
8531	600
58546	57336
7461	52816
54833	65507
68	65507
114	65507
34	65507
11	17132
10926	50608
59038	49864
6946	416
53750	65507
189	35493
12087	48192
40969	48192
25040	43648
32998	65507
70	29429
52415	45544
13495	53448
45004	408
21014	65507
53	35661
48110	52728
17844	65507
59	1613
36015	65507
67	1685
57074	65507
93	65507
30	65507
17	13196
5614	49944
50223	53488
15785	53488
72559	65507
103	45157
56	536
26269	47200
52582	54032
13441	65507
92	48405
54775	51800
11102	46048
43213	46048
22958	65507
123	65507
29	4010
65349	45208
313	51440
61348	48544
4719	65507
83	65507
30	65507
17	29271
57887	39600
7944	39600
52974	464
13028	65507
50	65507
22	14346
41819	50360
24099	60272
39673	50784
55855	65507
65	65507
11	298
3374	36048
73957	36048
68	45376
25010	65507
100	57437
70749	40344
67	36304
28079	48144
35580	65507
93	33781
69443	208
169	18792
63266	18792
76	29208
59797	21552
2518	22944
68100	13480
50	12040
57500	1032
6365	1504
64726	1464
1250	3216
62738	1112
3263	136
57152	136
8867	656
63803	160
2177	160
71278	160
51	160
69517	136
56	136
24122	136
70929	160
32	136
28033	136
37342	136
28653	192
42745	136
23267	136
47050	136
18945	528
45762	136
20229	136
44273	136
21729	160
51249	136
14756	136
54700	136
11293	160
64976	136
995	136
33024	136
35912	160
30087	136
44525	136
21491	136
32982	528
53045	136
12954	136
49980	136
16017	160
52666	136
13335	136
53244	136
12770	8120
78478	464
43	616
20476	1136
63786	18352
2212	232
71946	3432
38	3432
27030	65507
54	65507
14	46538
59617	25688
6309	45128
53142	48920
12851	65507
30	24613
40752	232
25205	25456
39478	29696
57725	65507
51	21869
1730	26424
64657	25928
1329	208
64833	65507
40	15661
1136	23728
65776	23728
230	23936
61848	65507
74	65507
28	65507
6	6183
4053	22104
53403	22184
12602	160
68404	65507
57	19957
12	31792
59919	29648
3600	30032
62755	65507
56	16981
3178	22808
52127	22704
13882	22704
46434	65507
48	14653
19512	184
41266	23696
24748	27056
43379	65507
58	65507
18	65507
9	5279
22523	26256
37483	23920
56372	23920
5173	65507
39	25605
67441	28360
43	23704
71341	25824
53	65507
9	11429
57222	18704
1795	18704
55817	200
10239	65507
43	16485
65938	28224
52	29944
32975	29424
34012	65507
61	65507
19	65507
13	8119
61186	24032
3644	24032
52112	23896
13934	65507
35	24805
39774	21728
26164	25240
32998	29832
57594	65507
39	15549
8352	224
48965	20872
17043	20872
39664	65507
38	15613
62986	21952
57	29504
56949	23800
5316	65507
44	65507
19	65507
6	7879
54254	200
11668	25896
43252	25760
22771	65507
47	18173
35051	28920
57566	28952
6308	224
51784	65507
48	14693
14164	24960
43275	24960
22752	20616
41055	65507
70	13797
24853	27936
52476	27272
13510	176
44267	65507
48	65507
20	65507
8	3735
21664	29096
32995	32800
64790	30408
1207	65507
18	16045
56912	27544
9099	27232
47987	27232
18000	65507
33	11325
43994	192
21966	21856
38276	23064
27727	65507
35	13733
33057	29176
53951	26496
11952	26496
42013	65507
70	65507
20	65507
13	6759
23872	29992
50900	28696
15096	26064
46437	65507
39	3197
19525	18960
46281	18960
19733	184
48261	65507
34	13421
17708	22400
45094	23752
20888	23520
46375	65507
54	15909
19564	21656
49101	21656
16901	25344
36941	65507
69	65507
20	65507
60806	30088
1174	30872
59440	30640
6571	65507
34	14725
60409	160
5530	25096
67349	25096
64	65507
8	21285
31583	32008
51148	32000
14880	33856
44685	65507
47	21757
21225	216
50115	32432
15895	34048
68740	65507
54	65507
16	65507
8	7239
14	31808
58182	31680
4966	160
53994	65507
45	17709
11979	31080
48967	31080
17023	31104
39155	65507
35	20069
61630	31584
53	28944
79691	160
77	65507
19	24245
17344	38392
59721	40328
6278	35816
81173	65507
75	65507
27	65507
11	5759
10	29304
17710	32624
58766	32624
7238	65507
47	21749
55954	160
9977	25968
51333	27832
14684	65507
44	20125
52145	25480
13796	33856
53904	33856
12095	65507
41	30445
52002	31664
13978	32584
56295	28608
9684	65507
42	65507
11	65507
5	4751
57826	14408
8097	14408
47693	176
18334	65507
38	19237
55745	25904
10265	32480
58914	23336
7028	65507
36	17285
56218	27048
9741	27048
44640	27520
21358	65507
44	24605
38044	29640
65608	33016
48	28160
28259	65507
52	65507
14	65507
32920	216
69749	27936
55	28336
61976	65507
41	15365
141	23384
58269	27936
7769	27936
61924	65507
44	19573
4000	192
50785	30168
15241	28384
45870	65507
42	20949
20092	28936
32993	29312
52346	176
13726	65507
105	65507
38	63018
41792	29160
24012	27656
46607	25624
19386	65507
48	10237
40937	20896
24991	20896
37703	216
67933	65507
41	16525
8	28600
26342	34408
32974	27992
58410	65507
36	16485
7547	23712
52897	27224
13111	27224
45753	65507
67	65507
16	63810
20179	24712
36942	29392
66915	24632
61	65507
9	6341
55706	216
5337	19472
50390	19472
15654	65507
47	22013
55486	27024
10433	31968
63303	24416
2708	65507
50	11053
62574	23200
3350	23200
33006	25392
39382	65507
74	65507
31	65507
11	343
26494	25176
40892	27392
25104	184
38508	65507
49	9405
56798	24120
3665	24120
59361	24088
6650	65507
45	19973
52744	28288
13186	29592
52311	25752
13725	65507
47	15053
54307	200
11615	30120
49171	25248
16835	65507
46	65507
13	59474
50784	29056
15162	29584
44712	29584
21288	65507
98	13301
39764	192
26120	28056
40526	28928
25491	65507
45	19133
42492	25856
23462	28216
37354	184
28641	65507
51	16885
60198	26336
5744	28232
82683	28368
66	65507
22	65507
16	64674
16195	20232
44010	20232
21982	192
41191	65507
38	12045
24780	28592
33687	31208
62890	30960
2422	65507
31	13661
55145	27560
11073	26720
53583	26720
12183	65507
44	13149
54663	24544
11277	29064
68780	22072
140	65507
37	65507
29	55882
30002	880
51823	18624
14188	18624
57968	65507
47	24045
7973	22552
50124	23560
15880	24224
55023	65507
42	11309
10938	25320
46819	25320
19179	21512
36453	65507
54	60893
60139	25160
2338	28592
52150	28592
13892	65507
63	65507
40	65507
56194	30992
9675	30992
63116	39384
2897	65507
53	65507
17	39114
62415	61328
3505	48456
68707	42672
74	65507
25	65507
12	7730
30214	632
53029	65016
12956	65507
46	30333
64502	65507
54	47941
1359	47832
61932	47832
4089	58008
72450	65507
101	65507
54	65507
17	1367
9	208
