0	1090	0	1518
313	174	0	1518
2399	162	0	1518
3982	174	0	1518
2888	162	0	1518
4049	174	0	1518
2797	162	0	1518
2710	150	0	1518
6868	174	0	1518
111	90	0	1518
67	162	0	1518
48	150	0	1518
992	174	0	1518
2146	90	0	1518
775	162	0	1518
4237	174	0	1518
2615	162	0	1518
4062	174	0	1518
1512	150	0	1518
1284	162	0	1518
1967	90	0	1518
1954	174	0	1518
1131	150	0	1518
1816	162	0	1518
1622	90	0	1518
2536	174	0	1518
2688	162	0	1518
3987	174	0	1518
2866	162	0	1518
4136	174	0	1518
2730	162	0	1518
6503	174	0	1518
346	162	0	1518
4121	174	0	1518
2738	162	0	1518
4001	174	0	1518
2851	162	0	1518
4178	174	0	1518
4344	162	0	1518
3906	174	0	1518
4568	162	0	1518
4011	174	0	1518
4482	162	0	1518
3925	174	0	1518
2929	162	0	1518
4083	174	0	1518
2779	162	0	1518
3964	174	0	1518
2887	162	0	1518
1101	150	0	1518
2837	174	0	1518
717	90	0	1518
2203	162	0	1518
837	150	0	1518
3174	174	0	1518
85	90	0	1518
2776	162	0	1518
3935	174	0	1518
2922	162	0	1518
4130	174	0	1518
2735	162	0	1518
4051	174	0	1518
2805	162	0	1518
4010	174	0	1518
2842	162	0	1518
3325	162	0	1518
616	174	0	1518
2916	162	0	1518
4311	74	0	1518
331	174	0	1518
359	162	0	1518
3499	162	0	1518
1431	74	0	1518
2593	174	0	1518
2832	162	0	1518
1276	66	0	1518
2695	174	0	1518
2893	162	0	1518
1424	1090	0	1518
1955	1090	0	1518
576	174	0	1518
1390	1090	0	1518
887	1090	0	1518
1082	1090	0	1518
126	162	0	1518
1803	1090	0	1518
1967	1090	0	1518
78	66	0	1518
149	174	0	1518
1612	66	0	1518
1247	162	0	1518
1653	1090	0	1518
1754	1090	0	1518
551	174	0	1518
2909	162	0	1518
4012	174	0	1518
2840	162	0	1518
3984	174	0	1518
2872	162	0	1518
4592	1090	0	1518
150	174	0	1518
1105	1090	0	1518
1527	1090	0	1518
1203	1090	0	1518
146	162	0	1518
1090	1090	0	1518
1387	1090	0	1518
2193	174	0	1518
73	66	0	1518
2728	1090	0	1518
1717	1090	0	1518
146	162	0	1518
4724	174	0	1518
3781	162	0	1518
80	66	0	1518
3939	174	0	1518
200	66	0	1518
2641	162	0	1518
3972	174	0	1518
12190	1090	0	1518
1097	1090	0	1518
1472	1090	0	1518
1107	1090	0	1518
1303	1090	0	1518
1200	1090	0	1518
2212	66	0	1518
2068	1090	0	1518
1125	1090	0	1518
16246	162	0	1518
3883	90	0	1518
4082	162	0	1518
3293	90	0	1518
28783	162	0	1518
3912	174	0	1518
5591	150	0	1518
3421	90	0	1518
3147	150	0	1518
3387	90	0	1518
15151	116	0	1518
23054	150	0	1518
2941	142	0	1518
4529	158	0	1518
12939	1458	0	1518
19191	150	0	1518
3069	142	0	1518
4509	158	0	1518
18796	1518	0	1518
120	154	0	1518
737	826	0	1518
3396	142	0	1518
5964	162	0	1518
12739	1242	0	1518
4043	64	0	1518
1735	66	0	1518
16630	1090	0	1518
4758	66	0	1518
15240	1090	0	1518
1109	1090	0	1518
8153	150	0	1518
3285	142	0	1518
4513	158	0	1518
43868	154	0	1518
3032	142	0	1518
5420	162	0	1518
1267	1518	0	1518
1648	1518	0	1518
1075	1278	0	1518
8143	1242	0	1518
2208	154	0	1518
3579	106	0	1518
30101	66	0	1518
12228	162	0	1518
3909	1090	0	1518
155	174	0	1518
977	1090	0	1518
3418	162	0	1518
977	1090	0	1518
1956	1090	0	1518
1964	1090	0	1518
166	174	0	1518
139	150	0	1518
1643	1090	0	1518
1954	1090	0	1518
145	162	0	1518
4254	1090	0	1518
101	66	0	1518
40	174	0	1518
1534	1090	0	1518
108	106	0	1518
822	162	0	1518
909	1090	0	1518
2941	150	0	1518
220	174	0	1518
2808	162	0	1518
1100	142	0	1518
3090	174	0	1518
578	158	0	1518
2061	162	0	1518
3948	174	0	1518
2914	162	0	1518
649	66	0	1518
3269	174	0	1518
2936	162	0	1518
4394	174	0	1518
4122	162	0	1518
4056	174	0	1518
2785	162	0	1518
4199	174	0	1518
2660	162	0	1518
3924	174	0	1518
2978	162	0	1518
4064	174	0	1518
2745	162	0	1518
1234	1518	0	1518
839	674	0	1518
1764	162	0	1518
63	64	0	1518
362	174	0	1518
